target,prior_type,lifting,seed,fold,marginal_pearson,marginal_spearman,ridge_pearson,ridge_spearman,ridge_alpha,n_train,n_val,n_test
fluid_intelligence,random,mean,2,1,0.005569851002249474,0.01143819479152044,0.007923584063602652,-0.018277842939101376,1000.0,279,50,83
fluid_intelligence,matched,max,2,1,0.08134041716383489,0.07056418111854956,-0.03249170126193028,-0.04662622571056707,1000.0,279,50,83
fluid_intelligence,unrelated,max,2,1,0.11083328927312991,0.09930054220488486,-0.020168543390168957,-0.05667917213606013,1000.0,279,50,83
fluid_intelligence,shuffled,max,2,1,-0.02172806734337867,-0.016206491392588344,0.026231681359512062,-0.0073138468272764086,1000.0,279,50,83
fluid_intelligence,random,max,2,1,-0.0034700139700112632,-0.0071174781691196905,0.014457982613780736,-0.004079862303585238,1000.0,279,50,83
fluid_intelligence,matched,bridge,2,1,0.05807196258242897,0.04868668481564137,-0.03191171663783274,-0.03924902188680742,1000.0,279,50,83
fluid_intelligence,unrelated,bridge,2,1,0.09452626563939606,0.08543563083197943,-0.018285982875966604,-0.05085598018352968,1000.0,279,50,83
fluid_intelligence,shuffled,bridge,2,1,-0.025728176325854914,-0.02195085240863285,0.014590125862249607,-0.0124830747975441,1000.0,279,50,83
fluid_intelligence,random,bridge,2,1,-0.002984206419515805,-0.002077108418872625,0.0073579826435644854,0.00612149213978852,1000.0,279,50,83
fluid_intelligence,matched,prod,2,2,0.06787422536399489,0.08098811670777512,-0.027238487478412225,-0.021470830817503644,0.01,280,50,82
