edge_idx,roi_i,roi_j,fip1_score
1004,9,15,0.0
1005,9,16,0.0
1006,9,17,0.0
1007,9,18,0.0
1008,9,19,0.3087210270716922
1009,9,20,0.0
1010,9,21,0.1617823467848127
1011,9,22,0.0
1012,9,23,0.0
1013,9,24,0.0
1014,9,25,0.0
1015,9,26,0.07108618267817528
1016,9,27,0.1123488519338977
1017,9,28,0.0
1018,9,29,0.0
1019,9,30,0.0
1020,9,31,0.0
1021,9,32,0.1800305239474094
1022,9,33,0.0
1023,9,34,0.0
1024,9,35,0.0
1025,9,36,0.23137054477053598
1026,9,37,0.0
1027,9,38,0.24921018065337308
1028,9,39,0.0
1029,9,40,0.0
1030,9,41,0.0
1031,9,42,0.0
1032,9,43,0.18860989082236157
1033,9,44,0.03200240024783753
1034,9,45,0.0
1035,9,46,0.17580893072322656
1036,9,47,0.0
1037,9,48,0.0
1038,9,49,0.17131497664587067
1039,9,50,0.3182536569327502
1040,9,51,0.0
1041,9,52,0.0
1042,9,53,0.0
1043,9,54,0.0
1044,9,55,0.0
1045,9,56,0.0
1046,9,57,0.0
1047,9,58,0.0
1048,9,59,0.0
1049,9,60,0.0
1050,9,61,0.0
1051,9,62,0.0
1052,9,63,0.0
1053,9,64,0.0
1054,9,65,0.0
1055,9,66,0.0
1056,9,67,0.0
1057,9,68,0.0
1058,9,69,0.0
1059,9,70,0.0
1060,9,71,0.0
1061,9,72,0.0
1062,9,73,0.0
1063,9,74,0.0
1064,9,75,0.0
1065,9,76,0.0
1066,9,77,0.0
1067,9,78,0.0
1068,9,79,0.2705905076274603
1069,9,80,0.0
1070,9,81,0.3281948280735678
1071,9,82,0.0
1072,9,83,0.0
1073,9,84,0.0
1074,9,85,0.0
1075,9,86,0.1391763959714466
1076,9,87,0.0
1077,9,88,0.03336420451370295
1078,9,89,0.14149146322341782
1079,9,90,0.2622835016056812
1080,9,91,0.0
1081,9,92,0.0
1082,9,93,0.0
1083,9,94,0.0
1084,9,95,0.2249700647209685
1085,9,96,0.19174204063385208
1086,9,97,0.2244253430146223
1087,9,98,0.0
1088,9,99,0.0
1089,9,100,0.0
1090,9,101,0.0
1091,9,102,0.012528599245961924
1092,9,103,0.0
1093,9,104,0.026963724464135447
1094,9,105,0.0
1095,9,106,0.08538512746976226
1096,9,107,0.03322802408711641
1097,9,108,0.07843992571384857
1098,9,109,0.1857501018640442
1099,9,110,0.26241968203226773
1100,9,111,0.22905547751856475
1101,9,112,0.0
1102,9,113,0.13441008104091762
1103,9,114,0.0
1104,9,115,0.044803360346972534
1105,10,11,0.0
1106,10,12,0.0
1107,10,13,0.0
1108,10,14,0.4406798604340521
1109,10,15,0.0
1110,10,16,0.0
1111,10,17,0.0
1112,10,18,0.0
1113,10,19,0.46260490911448543
1114,10,20,0.0
1115,10,21,0.3303737148989525
1116,10,22,0.0
1117,10,23,0.0
1118,10,24,0.0
1119,10,25,0.0
1120,10,26,0.2948306235598649
1121,10,27,0.2486654589470269
1122,10,28,0.5153631595595134
1123,10,29,0.6263550901910486
1124,10,30,0.0
1125,10,31,0.0
1126,10,32,0.39819156733905076
1127,10,33,0.0
1128,10,34,0.0
1129,10,35,0.0
1130,10,36,0.46328581124741813
1131,10,37,0.0
1132,10,38,0.44762506218996573
1133,10,39,0.0
1134,10,40,0.0
1135,10,41,0.0
1136,10,42,0.0
1137,10,43,0.36755097135707865
1138,10,44,0.35829070234919375
1139,10,45,0.6570556381138088
